SLI de disponibilidade em PromQL?,"sum(rate(http_requests_total{code!~""5..""}[5m])) / sum(rate(http_requests_total[5m])): fração de requisições boas."
SLI de latência em PromQL (ex.: % de requisições < 300 ms)?,"sum(rate(http_request_duration_seconds_bucket{le=""0.3""}[5m])) / sum(rate(http_request_duration_seconds_count[5m])). Para isso ser exato, é preciso ter um bucket exatamente no limiar."
O error budget acabou. O que a política de SLO costuma prever?,Congelar releases de features e priorizar confiabilidade até o budget se recuperar.
"Métricas, logs e traces: qual responde ""qual serviço na cadeia está lento para esta requisição""?",Traces. As métricas mostram que a latência subiu; os traces mostram onde o tempo foi gasto em uma requisição específica.
lab slo-end-to-end · SLI = ?,bons/válidos (ou ruins/válidos) · SLO = meta numa janela · SLA = contrato · budget = 1 - SLO.
lab slo-end-to-end · 99% → ?,"7,2h/30d · 99,9% → 43,2 min · 99,95% → 21,6 min · 99,99% → 4,3 min."
lab slo-end-to-end · Razão de erro: ?,sum by (job)(rate(bad[w])) / sum by (job)(rate(total[w])) em recording rules job:slo_errors_per_request:ratio_rate<w>.
lab slo-end-to-end · Burn rate = ?,razão / budget. Gasto = burn × janela / período. Tempo até zerar = período / burn.
lab slo-end-to-end · Workbook (30d): […] · […] · […] · […]. Janela curta = longa/12.,"lab slo-end-to-end · Workbook (30d): 14,4x 1h&5m page · 6x 6h&30m page · 3x 1d&2h ticket · 1x 3d&6h ticket. Janela curta = longa/12."
lab slo-end-to-end · Latência: ?,"rate(x_bucket{le=""0.3""}) / rate(x_count) ou histogram_fraction(0, 0.3, ...). Precisa de bucket no limiar."
lab slo-end-to-end · Estados: inactive → ?,"pending (for) → firing. ALERTS{alertname, alertstate}. Teste com promtool test rules."
lab slo-end-to-end · Ferramentas que geram tudo isso: ?,"Sloth, Pyrra, OpenSLO, Grafana SLO."
⚠️ lab slo-end-to-end: pegadinha «SLO de 100% não existe». O que acontece / por quê?,"Budget zero = qualquer deploy é violação. E o usuário não percebe a diferença entre 99,99% e 100% (a rede dele falha mais que isso)."
⚠️ lab slo-end-to-end: pegadinha «SLA ≠ SLO». O que acontece / por quê?,"SLA tem consequência contratual e é mais frouxo. O SLO é interno e mais apertado, para você agir antes do SLA."
⚠️ lab slo-end-to-end: pegadinha «Série de erro inexistente». O que acontece / por quê?,"Se http_requests_total{code=""500""} só aparece no primeiro erro, a razão fica vazia (não 0) e o alerta nunca avalia. Inicialize os labels com 0 (o app deste lab faz WithLabelValues(""…"",""500"") no início)."
⚠️ lab slo-end-to-end: pegadinha «Média de razões ≠ razão de somas». O que acontece / por quê?,avg_over_time(ratio_rate5m[30d]) dá peso igual à madrugada e ao pico. Use sum(rate(bad[30d])) / sum(rate(total[30d])).
⚠️ lab slo-end-to-end: pegadinha «4xx conta?». O que acontece / por quê?,Normalmente não (erro do cliente). Mas 429 por rate limiting seu talvez conte. Decida e documente.
⚠️ lab slo-end-to-end: pegadinha «Sem tráfego = sem SLI». O que acontece / por quê?,"Serviço fora do ar que não recebe requisição nenhuma tem razão de erro vazia, e os alertas de burn rate ficam quietos. Complemente com absent()/up == 0 ou SLI via blackbox (sondas sintéticas)."
⚠️ lab slo-end-to-end: pegadinha «Bucket no limiar». O que acontece / por quê?,"O SLO de latência por razão de buckets só é exato se existir le exatamente no limiar (aqui, 0.3). Mudou o SLO para 250ms e não tem bucket? Estimativa (ou native histograms)."
⚠️ lab slo-end-to-end: pegadinha «Percentil não é SLI». O que acontece / por quê?,"histogram_quantile(0.99, …) < 0.3 responde sim/não por janela; não conta eventos e não gera budget."
⚠️ lab slo-end-to-end: pegadinha «Janela curta sozinha = barulho; janela longa sozinha = alerta que não para». O que acontece / por quê?,Por isso o and das duas.
⚠️ lab slo-end-to-end: pegadinha «Burn rates dependem do período do SLO». O que acontece / por quê?,"14,4 vem de ""2% de 30 dias em 1h"". Para um SLO de 7 dias, recalcule (0,02 × 168h / 1h = 3,36)."
Quais são os componentes internos de um servidor Prometheus?,"• Retrieval: service discovery + scrape
• TSDB local
• PromQL engine + HTTP API/UI (:9090)
• Rule manager: recording/alerting rules; envia alertas ao Alertmanager"
Qual é o modelo de coleta padrão do Prometheus?,Pull: HTTP GET em /metrics de cada target. Push só como exceção: Pushgateway (e receivers de remote write/OTLP).
"Defaults do global: scrape_interval […], scrape_timeout […], evaluation_interval […].","Defaults do global: scrape_interval 1m, scrape_timeout 10s, evaluation_interval 1m."
Quais labels todo target recebe automaticamente?,job (vem do job_name) e instance (vem do __address__ após o relabeling).
Quais séries o Prometheus gera sozinho a cada scrape?,"up (1 = scrape ok, 0 = falhou), scrape_duration_seconds, scrape_samples_scraped, scrape_samples_post_metric_relabeling, scrape_series_added."
Seções de topo do prometheus.yml?,"global, rule_files, scrape_configs, alerting, remote_write, remote_read (além de storage, tracing, scrape_config_files...)."
Como recarregar a configuração sem reiniciar o Prometheus?,"kill -HUP <pid> ou curl -X POST :9090/-/reload (exige --web.enable-lifecycle). Se a nova config for inválida, a antiga continua valendo."
Como validar configuração e regras antes de aplicar?,promtool check config prometheus.yml (valida também os rule_files referenciados) e promtool check rules rules.yml.
relabel_configs vs metric_relabel_configs?,"• relabel_configs: antes do scrape, sobre o target (__meta_*, __address__). Decide o quê/como raspar.
• metric_relabel_configs: depois do scrape, sobre cada amostra, antes de gravar. Serve para descartar métricas/labels caros."
Quais são as actions de relabeling?,"replace (padrão), keep, drop, keepequal, dropequal, hashmod, labelmap, labeldrop, labelkeep, lowercase, uppercase."
"Defaults de uma regra de relabel: regex […], separator […], replacement […], action […].","Defaults de uma regra de relabel: regex (.*), separator ;, replacement $1, action replace."
O que acontece com labels que começam com __ depois do relabeling?,"São removidos do target (os __meta_* só existem durante o relabeling). Para labels temporários, use o prefixo __tmp."
Quais labels especiais controlam como um target é raspado?,"__address__ (host:porta), __scheme__ (http/https), __metrics_path__ (padrão /metrics), __param_<nome> (query string), __scrape_interval__, __scrape_timeout__."
O que faz honor_labels: true?,"Em conflito de labels, mantém os do target. Com false (padrão), os do target são renomeados para exported_<label>. Usado em federation e Pushgateway."
Cite mecanismos de service discovery.,"static_configs, file_sd_configs (JSON/YAML, recarregado quando muda), kubernetes_sd_configs, consul_sd_configs, ec2_sd_configs, dns_sd_configs, http_sd_configs..."
Quais são os roles do kubernetes_sd_configs?,"node, pod, service, endpoints, endpointslice, ingress."
"Como raspar só os pods com a annotation prometheus.io/scrape: ""true""?","relabel_configs:
  - source_labels: [__meta_kubernetes_pod_annotation_prometheus_io_scrape]
    regex: ""true""
    action: keep"
Retenção padrão da TSDB: […]. Flags: --storage.tsdb.retention.[…] e --storage.tsdb.retention.[…] (vale o que estourar primeiro).,Retenção padrão da TSDB: 15d. Flags: --storage.tsdb.retention.time e --storage.tsdb.retention.size (vale o que estourar primeiro).
Como a TSDB organiza os dados?,"• Head block em memória (amostras recentes), protegido pelo WAL em disco
• A cada ~2 h vira um bloco imutável em disco (chunks/, index, meta.json, tombstones)
• Compaction junta blocos em blocos maiores"
Para que serve o WAL (write-ahead log)?,"Durabilidade do head block: após um crash/restart, o Prometheus reproduz o WAL para reconstruir os dados em memória."
Como apagar séries da TSDB?,Admin API (precisa --web.enable-admin-api): POST /api/v1/admin/tsdb/delete_series?match[]=... grava tombstones; clean_tombstones remove do disco. Snapshots: POST /api/v1/admin/tsdb/snapshot.
O que define a identidade de uma série temporal?,Nome da métrica + conjunto de labels (o nome é o label __name__). Qualquer valor de label diferente cria uma série nova.
Regras de nomes de métricas e labels (formato clássico)?,"• Métrica: [a-zA-Z_:][a-zA-Z0-9_:]* (: reservado para recording rules)
• Label: [a-zA-Z_][a-zA-Z0-9_]*; prefixo __ reservado ao uso interno
• O Prometheus 3 também aceita UTF-8 (entre aspas: {""my.metric""})"
O que é um staleness marker?,"Quando uma série some de um scrape (ou o target some), o Prometheus grava um marcador especial. A série deixa de aparecer em instant queries imediatamente, sem esperar o lookback de 5 min."
Como funciona a federation?,"Um Prometheus raspa /federate?match[]=<seletor> de outro, com honor_labels: true. Use para hierarquia (global puxando agregados/recording rules), não para copiar tudo."
Para que servem remote_write e remote_read?,"remote_write envia amostras em tempo real para um storage remoto (Thanos, Cortex, Mimir, VictoriaMetrics...) para retenção longa e visão global. remote_read consulta esses dados de volta."
O que é o Agent mode?,"prometheus --agent: só faz scrape + remote_write (com WAL). Não tem TSDB consultável, nem regras ou alertas locais. Ideal para edge/clusters que enviam para um storage central."
Quais são as limitações conhecidas do Prometheus?,"• Não serve para logs/eventos individuais
• Não é 100% preciso (billing): amostragem + extrapolação
• Single-node: escala com sharding/federation/Thanos/Mimir
• Alta cardinalidade consome muita memória"
Para que servem global.external_labels?,"São labels anexados quando os dados saem do Prometheus (federation, remote_write, alertas enviados ao Alertmanager), para identificar a origem (ex.: cluster, replica)."
Endpoints de saúde do Prometheus?,/-/healthy (processo vivo) e /-/ready (pronto para servir consultas). Os targets aparecem na UI /targets e na API /api/v1/targets.
"Portas padrão: Prometheus […], Pushgateway […], Alertmanager […] (cluster 9094), node_exporter […], blackbox_exporter […].","Portas padrão: Prometheus 9090, Pushgateway 9091, Alertmanager 9093 (cluster 9094), node_exporter 9100, blackbox_exporter 9115."
"lab federation-remote-write · […] = pull de /federate?match[]=..., honor_labels: true, só agregados (job:*), intervalo maior. Não é backup nem long-term.","lab federation-remote-write · Federation = pull de /federate?match[]=..., honor_labels: true, só agregados (job:*), intervalo maior. Não é backup nem long-term."
"lab federation-remote-write · […] = push a partir do WAL, queue_config (shards, capacity, max_samples_per_send, batch_send_deadline), write_relabel_configs para filtrar só o envio.","lab federation-remote-write · Remote write = push a partir do WAL, queue_config (shards, capacity, max_samples_per_send, batch_send_deadline), write_relabel_configs para filtrar só o envio."
lab federation-remote-write · Receptor: --web.enable-remote-write-receiver → ?,POST /api/v1/write.
"lab federation-remote-write · […] = PromQL local sobre dados crus do remoto; read_recent, required_matchers, filter_external_labels.","lab federation-remote-write · Remote read = PromQL local sobre dados crus do remoto; read_recent, required_matchers, filter_external_labels."
lab federation-remote-write · […] = --agent: scrape + remote write + WAL. Sem queries/regras/alertas. promtool check config --agent.,lab federation-remote-write · Agent = --agent: scrape + remote write + WAL. Sem queries/regras/alertas. promtool check config --agent.
"lab federation-remote-write · […] = carimbo de origem em tudo que sai (cluster, replica). Obrigatório com federation/remote write/HA.","lab federation-remote-write · external_labels = carimbo de origem em tudo que sai (cluster, replica). Obrigatório com federation/remote write/HA."
"lab federation-remote-write · […] = 2 réplicas idênticas + dedup (Thanos --query.replica-label, Mimir HA tracker cluster+__replica__); alertas deduplicados pelo Alertmanager (remova replica com alert_relabel_configs).","lab federation-remote-write · HA = 2 réplicas idênticas + dedup (Thanos --query.replica-label, Mimir HA tracker cluster+__replica__); alertas deduplicados pelo Alertmanager (remova replica com alert_relabel_configs)."
lab federation-remote-write · Long-term: ?,"Thanos, Mimir/Cortex, VictoriaMetrics, serviços gerenciados."
lab federation-remote-write · Métricas: ?,"prometheus_remote_storage_samples_{total,failed_total,dropped_total,pending}, ..._shards, ..._queue_highest_(sent_)timestamp_seconds."
⚠️ lab federation-remote-write: pegadinha «match[] é obrigatório». O que acontece / por quê?,"no /federate, e a regex é ancorada (job: não casa com job:x)."
⚠️ lab federation-remote-write: pegadinha «Federation sem honor_labels: true». O que acontece / por quê?,troca job/instance da origem por exported_job/exported_instance.
⚠️ lab federation-remote-write: pegadinha «Federar tudo». O que acontece / por quê?,"Federar tudo ({__name__=~"".+""}) é anti-padrão: scrape gigante, timeouts, e o global vira ponto único de falha com toda a cardinalidade."
⚠️ lab federation-remote-write: pegadinha «external_labels não aparecem em queries locais». O que acontece / por quê?,"external_labels não aparecem em queries locais, só no que sai. Colocar o mesmo cluster em dois Prometheus = colisão silenciosa ou rejeição (duplicate sample)."
⚠️ lab federation-remote-write: pegadinha «write_relabel_configs afeta só o remote write». O que acontece / por quê?,write_relabel_configs afeta só o remote write; metric_relabel_configs afeta o local e o remoto.
⚠️ lab federation-remote-write: pegadinha «Remote write lê o WAL». O que acontece / por quê?,"se o destino ficar fora mais que a janela do WAL (~2h), dados se perdem. Monitore ..._samples_failed_total, ..._samples_pending e o atraso highest_timestamp - highest_sent_timestamp."
⚠️ lab federation-remote-write: pegadinha «O receptor precisa de --web.enable-remote-write-receiver». O que acontece / por quê?,"O receptor precisa de --web.enable-remote-write-receiver, senão 404 em /api/v1/write."
"⚠️ lab federation-remote-write: pegadinha «Agent não consulta, não avalia regras, não alerta». O que acontece / por quê?",rule_files/alerting/remote_read na config = erro.
⚠️ lab federation-remote-write: pegadinha «Remote read acrescenta os external_labels do leitor». O que acontece / por quê?,como filtro (filter_external_labels: true padrão) e é processado localmente (puxa dados crus).
⚠️ lab federation-remote-write: pegadinha «HA sem dedup». O que acontece / por quê?,= sum() em dobro. O label de réplica deve ser o único diferente entre as réplicas.
lab service-discovery-relabeling · Pull: ?,Prometheus busca <__scheme__>://<__address__><__metrics_path__>?<__param_*> a cada scrape_interval (padrão 1m; timeout padrão 10s).
"lab service-discovery-relabeling · […] gera __address__ + __meta_*. static (à mão) · file_sd (arquivo, hot reload) · http_sd (JSON por HTTP, __meta_url) · kubernetes/consul/ec2...","lab service-discovery-relabeling · SD gera __address__ + __meta_*. static (à mão) · file_sd (arquivo, hot reload) · http_sd (JSON por HTTP, __meta_url) · kubernetes/consul/ec2..."
"lab service-discovery-relabeling · […] = alvos, antes do scrape. […] = séries, depois do scrape. […] = só remote write.","lab service-discovery-relabeling · relabel_configs = alvos, antes do scrape. metric_relabel_configs = séries, depois do scrape. write_relabel_configs = só remote write."
"lab service-discovery-relabeling · Actions: replace (padrão) · keep/drop · keepequal/dropequal · hashmod · labelmap · labeldrop/labelkeep (só regex, casam […]) · lowercase/uppercase.","lab service-discovery-relabeling · Actions: replace (padrão) · keep/drop · keepequal/dropequal · hashmod · labelmap · labeldrop/labelkeep (só regex, casam nomes) · lowercase/uppercase."
"lab service-discovery-relabeling · Regex […], RE2. separator padrão ;. replacement padrão $1.","lab service-discovery-relabeling · Regex ancorada, RE2. separator padrão ;. replacement padrão $1."
lab service-discovery-relabeling · __* somem depois do relabel. instance = ?,__address__ se não definido. __tmp_* = rascunho seu.
lab service-discovery-relabeling · Conflito de labels: honor_labels: false → ?,"exported_job; true → alvo vence (Pushgateway, federation)."
"lab service-discovery-relabeling · up, scrape_duration_seconds, scrape_samples_scraped, […], scrape_series_added.","lab service-discovery-relabeling · up, scrape_duration_seconds, scrape_samples_scraped, scrape_samples_post_metric_relabeling, scrape_series_added."
lab service-discovery-relabeling · Limites: ?,sample_limit/label_limit falham o scrape; target_limit falha o job inteiro.
lab service-discovery-relabeling · API: ?,"/api/v1/targets (discoveredLabels x labels), ?state=dropped, ?scrapePool=<job>. UI: /targets, /service-discovery."
lab service-discovery-relabeling · Reload: ?,POST /-/reload (com --web.enable-lifecycle) ou SIGHUP. Validar: promtool check config.
⚠️ lab service-discovery-relabeling: pegadinha «Regex ancorada». O que acontece / por quê?,regex: payment não casa com payments. Use payment.*.
⚠️ lab service-discovery-relabeling: pegadinha «relabel_configs ≠ metric_relabel_configs». O que acontece / por quê?,"o primeiro age em alvos (antes do scrape; não existe __name__), o segundo em séries (depois). Drop de métrica em relabel_configs não faz nada (e não dá erro!)."
⚠️ lab service-discovery-relabeling: pegadinha «separator padrão é ;». O que acontece / por quê?,"[a, b] vira ""a;b""."
⚠️ lab service-discovery-relabeling: pegadinha «Labels __* somem». O que acontece / por quê?,"depois do relabel. Para guardar um __meta_*, copie para um label sem __."
⚠️ lab service-discovery-relabeling: pegadinha «Ordem importa». O que acontece / por quê?,as regras rodam em sequência. Trocar __address__ antes de copiá-lo para __param_target perde o valor original.
⚠️ lab service-discovery-relabeling: pegadinha «Colisão silenciosa». O que acontece / por quê?,reescrever instance/remover labels até dois alvos/séries ficarem iguais mistura dados sem erro visível.
⚠️ lab service-discovery-relabeling: pegadinha «labeldrop/labelkeep aceitam só regex». O que acontece / por quê?,labeldrop/labelkeep aceitam só regex (casam com o nome do label). promtool rejeita source_labels ali.
⚠️ lab service-discovery-relabeling: pegadinha «labelkeep em relabel_configs». O que acontece / por quê?,"também apaga __address__, __metrics_path__...: use em metric_relabel_configs (e inclua __name__, job, instance)."
⚠️ lab service-discovery-relabeling: pegadinha «sample_limit estourado = scrape inteiro perdido». O que acontece / por quê?,"sample_limit estourado = scrape inteiro perdido (up=0), não ""só o excesso"". O limite é conferido depois do metric_relabel_configs."
⚠️ lab service-discovery-relabeling: pegadinha «scrape_timeout > scrape_interval». O que acontece / por quê?,é erro de config.
⚠️ lab service-discovery-relabeling: pegadinha «up e scrape_* sempre usam os labels do alvo». O que acontece / por quê?,"up e scrape_* sempre usam os labels do alvo, nunca os expostos (mesmo com honor_labels: true)."
⚠️ lab service-discovery-relabeling: pegadinha «Reload falho não derruba o Prometheus». O que acontece / por quê?,ele segue com a config anterior; prometheus_config_last_reload_successful vira 0.
⚠️ lab service-discovery-relabeling: pegadinha «file_sd recarrega sozinho». O que acontece / por quê?,file_sd recarrega sozinho (inotify + refresh_interval); prometheus.yml não (precisa de SIGHUP ou POST /-/reload com --web.enable-lifecycle).
"lab tsdb-storage · Head (RAM) + WAL (wal/, segmentos, checkpoint) → ?","blocos de 2h (index, chunks/, meta.json, tombstones) → compactação (2h→6h→18h...; máx 10% da retenção / 31d) → retenção apaga blocos."
"lab tsdb-storage · Retenção: storage.tsdb.retention.{time,size} no config (3.x, com reload) ou flags --storage.tsdb.retention.* (deprecated). Padrão […]. Relativa ao bloco mais novo.","lab tsdb-storage · Retenção: storage.tsdb.retention.{time,size} no config (3.x, com reload) ou flags --storage.tsdb.retention.* (deprecated). Padrão 15d. Relativa ao bloco mais novo."
lab tsdb-storage · Complete: Disco ≈ retenção(s) × amostras/s × 1-2 …,Disco ≈ retenção(s) × amostras/s × 1-2 B. RAM ∝ séries ativas (+ churn).
lab tsdb-storage · Complete: promtool tsdb list | analyze | …,promtool tsdb list | analyze | dump | dump-openmetrics | create-blocks-from openmetrics|rules.
lab tsdb-storage · Admin API (--web.enable-admin-api): ?,"snapshot, delete_series, clean_tombstones."
"lab tsdb-storage · Staleness: stale marker quando série/alvo some; senão lookback […] (--query.lookback-delta, ou lookback_delta= na API).","lab tsdb-storage · Staleness: stale marker quando série/alvo some; senão lookback 5m (--query.lookback-delta, ou lookback_delta= na API)."
lab tsdb-storage · OOO: ?,storage.tsdb.out_of_order_time_window (padrão 0 = rejeita).
lab tsdb-storage · Self-metrics: ?,"prometheus_tsdb_head_series, ..._head_samples_appended_total, ..._wal_storage_size_bytes, ..._storage_blocks_bytes, ..._compactions_failed_total, ..._time_retentions_total."
lab tsdb-storage · Local = ?,"1 nó, sem replicação. Longo prazo/HA global = remote write / Thanos / Mimir."
⚠️ lab tsdb-storage: pegadinha «promtool tsdb analyze não vê a head». O que acontece / por quê?,"Ele lê blocos. Métrica nova de 10 minutos atrás? Tire um snapshot e analise o snapshot, ou use /api/v1/status/tsdb."
⚠️ lab tsdb-storage: pegadinha «delete_series não libera disco». O que acontece / por quê?,Só grava tombstones. Precisa de clean_tombstones (ou esperar a compactação).
⚠️ lab tsdb-storage: pegadinha «Apagar série ainda raspada é inútil». O que acontece / por quê?,ela volta no próximo scrape. Corrija na origem ou com metric_relabel_configs.
⚠️ lab tsdb-storage: pegadinha «Retenção é por bloco e relativa ao bloco mais novo». O que acontece / por quê?,"Retenção é por bloco e relativa ao bloco mais novo, não ao relógio. E blocos só são apagados inteiros."
⚠️ lab tsdb-storage: pegadinha «Retenção não reduz RAM». O que acontece / por quê?,Quem manda na memória são as séries ativas na head.
⚠️ lab tsdb-storage: pegadinha «Admin API desligada por padrão». O que acontece / por quê?,Admin API desligada por padrão (--web.enable-admin-api). E /-/reload só com --web.enable-lifecycle (ou mande SIGHUP).
⚠️ lab tsdb-storage: pegadinha «Flags de retenção estão deprecated no 3.x». O que acontece / por quê?,"Flags de retenção estão deprecated no 3.x (ainda funcionam). O jeito novo é storage.tsdb.retention no prometheus.yml, que muda com reload."
⚠️ lab tsdb-storage: pegadinha «Unidades de tempo diferentes». O que acontece / por quê?,"OpenMetrics usa segundos (com fração); o text format clássico do Prometheus usa milissegundos; --min-time/--max-time do promtool tsdb dump são em ms; a API HTTP (time=, start=, end=) aceita unix em segundos ou RFC3339."
⚠️ lab tsdb-storage: pegadinha «Lookback de 5m». O que acontece / por quê?,"explica ""a série continua no gráfico depois que o pod morreu"" (quando não há stale marker) e ""buracos"" com scrape/eval > 5m."
⚠️ lab tsdb-storage: pegadinha «Snapshots não se apagam sozinhos». O que acontece / por quê?,e ficam dentro do data dir: limpe snapshots/.
Quais são os 4 tipos de dado de uma expressão PromQL?,"• instant vector: 1 amostra por série num instante (up)
• range vector: várias amostras por série numa janela (up[5m])
• scalar: um número (42, scalar(...))
• string: só literal (quase não usado)"
rate(http_requests_total) (sem [5m]): o que acontece?,Erro de parse: rate() exige um range vector. Correto: rate(http_requests_total[5m]).
"Os matchers =~ e !~ usam regex RE2 […]: {env=~""prod""} casa prod, mas não production (use prod.*).","Os matchers =~ e !~ usam regex RE2 totalmente ancorada: {env=~""prod""} casa prod, mas não production (use prod.*)."
"{job=~"".*""} é um seletor válido sozinho?","Não. Todo seletor precisa de pelo menos um matcher que não case com string vazia (ou do nome da métrica). Válidos: {job=~"".+""}, {job=~"".*"", env=""prod""}, http_requests_total{job=~"".*""}."
Como selecionar séries que não têm o label env?,"http_requests_total{env=""""}: label ausente é tratado como valor vazio."
Como selecionar métricas por regex no nome?,"{__name__=~""http_.*_total""}: o nome da métrica é só o label __name__."
Diferença entre o modificador offset e o modificador @?,"• x offset 1h: relativo ao instante de avaliação (valor de 1 h atrás).
• x @ 1700000000: absoluto (timestamp Unix fixo); também @ start() / @ end().
• Podem ser combinados: x @ 1700000000 offset 5m. Ambos vêm logo depois do seletor."
Sintaxe de uma subquery e o que ela retorna?,"<expr instantânea>[<range>:<resolução>] → retorna range vector. Ex.: max_over_time(rate(x[5m])[1h:1m]) = maior rate de 5m na última hora, avaliado a cada 1m. Sem resolução ([1h:]) usa o evaluation_interval global."
"No Prometheus 3.x, range selectors são […]: uma amostra exatamente no início da janela é […].","No Prometheus 3.x, range selectors são left-open: uma amostra exatamente no início da janela é excluída."
O que é o lookback delta e qual o padrão?,5m (--query.lookback-delta). Um instant vector pega a amostra mais recente de cada série nos últimos 5 min; série sem amostra há mais de 5 min (ou com staleness marker) não aparece.
x > 100 vs x > bool 100?,"• Sem bool: filtro. Séries falsas somem; as verdadeiras mantêm o valor original.
• Com bool: devolve 0 ou 1 para todas as séries (remove o nome).
• Entre dois escalares, bool é obrigatório: 1 > bool 0."
Precedência dos operadores binários (maior → menor)?,1. ^ (associativo à direita) 2. * / % atan2 3. + - 4. == != <= < >= > 5. and unless 6. or
Qual é o vector matching padrão em a / b entre dois instant vectors?,One-to-one: pareia séries com exatamente o mesmo conjunto de labels (ignorando __name__). Séries sem par somem. Ajuste com on(labels) ou ignoring(labels).
Quando usar group_left? Dê um exemplo.,Many-to-one: o lado esquerdo tem várias séries para cada série do direito. group_left(labels) copia labels do lado direito: rate(node_network_receive_bytes_total[5m]) * on(instance) group_left(nodename) node_uname_info
"and, or, unless: que tipo de matching e o que cada um retorna?","Many-to-many (set operators):
• a and b: séries de a que têm par em b (valores de a)
• a or b: todas de a + as de b sem par em a
• a unless b: séries de a sem par em b"
sum by (job) (x) vs sum without (instance) (x)?,"• by (job): mantém só os labels listados.
• without (instance): remove os listados e mantém o resto.
Em recording rules, without é preferido: preserva labels como job, cluster."
Qual operador de agregação devolve as séries originais (labels intactos) em vez de uma série agregada?,"topk(k, v) e bottomk(k, v): devolvem os elementos de entrada inalterados (por grupo, se usar by). Em range queries, o conjunto pode mudar a cada step."
"O que faz count_values(""version"", build_info)?","Conta quantas séries têm cada valor; o valor vira o label version. Ex.: {version=""1.2""} 3."
"quantile(0.9, x) vs quantile_over_time(0.9, x[5m]) vs histogram_quantile(0.9, ...)?","• quantile: entre séries, no mesmo instante (agregação).
• quantile_over_time: ao longo do tempo, por série.
• histogram_quantile: estima a partir de buckets de histograma."
